node_id,latitude,longitude,area,node_type
10TH_STW_1_1LNODE,46.39089999998146,-116.98003473525635,AVA,LOAD
10TH_STW_1_2LNODE,46.39089999998146,-116.98016526474365,AVA,LOAD
119TH_BP_LNODEXF1,45.70954,-122.496448,BPAT,LOAD
26FTDROP_GNODEIT,39.484637,-118.903608,NV,GEN
2C559EQ2_7_N001,35.294502,-118.854003,CA,GEN
2NDST_BP_LNODELD1,45.61327499998214,-121.20712500150557,BPAT,LOAD
2NDST_BP_LNODELD2,45.61327499998214,-121.20725299849443,BPAT,LOAD
3RD_HTCH_1_1LNODE,47.652754123545215,-117.4014,AVA,LOAD
3RD_HTCH_1_2LNODE,47.652672938206386,-117.40133041753451,AVA,LOAD
3RD_HTCH_1_3LNODE,47.652672938206386,-117.4014695824655,AVA,LOAD
72ND_ST_LNODEOAD,45.756631,-108.700307,NWMT,LOAD
7AVEN_BP_LNODEFMR,46.1212,-122.9324,BPAT,LOAD
9TH_CENT_1_13_1LNODE,47.648799999980504,-117.3217330469234,AVA,LOAD
9TH_CENT_1_13_2LNODE,47.648799999980504,-117.3218669530766,AVA,LOAD
AA_LNODE10A,33.618315,-111.927736,APS,LOAD
AA_LNODE12A,33.61831499995315,-111.92762810848367,APS,LOAD
AA_LNODE13A,33.618225153907645,-111.92762810859617,APS,LOAD
AA_LNODE14A,33.61816162320244,-111.92770439936274,APS,LOAD
AA_LNODER1A,33.6181464300399,-111.92781073688339,APS,LOAD
AA_LNODER2A,33.618177548355625,-111.92791195025296,APS,LOAD
AA_LNODER4A,33.618243074772124,-111.92798576672737,APS,LOAD
AA_LNODER6A,33.61832798707176,-111.92802102780107,APS,LOAD
ABBSLR_U1GNODE,33.0502189999886,-111.34186359106359,SRP,GEN
ABBSLR_U2GNODE,33.0502189999886,-111.34197040893642,SRP,GEN
ABRN_LNODEWR1,45.36482999998227,-122.59793626294004,PGE,LOAD
ABRN_LNODEWR2,45.36482999998227,-122.59806373705996,PGE,LOAD
ABSAROKE_LNODEOAD,45.49951599998221,-109.44792013141782,NWMT,LOAD
ABSAROKE_LNODEREA,45.49951599998221,-109.44804786858218,NWMT,LOAD
ACTON_LNODE115,45.63543,-121.945344,BPAT,LOAD
ACX_GNODESWMPCC,34.5042909999878,-110.3338631303437,APS,GEN
ACX_LNODEUXL,34.5042909999878,-110.3339728696563,APS,LOAD
ADAIR_1_G01GNODE,44.703637,-123.217572,BPAT,GEN
ADAMS_BP_LNODEXF1,44.05688382,-123.1061359,BPAT,LOAD
ADCC_2_N001,37.632663,-121.785728,CA,GEN
ADDY_AVA_7_AVA_ADDYLNODE,48.358,-117.85,AVA,LOAD
ADEL_NW_LNODEOAD,47.018281,-111.587425,NWMT,LOAD
ADLSPP_GNODESOLAR,35.229635,-118.1957,LADWP,GEN
ADOBE_LNODE01,40.8534344367499,-115.79932843553127,NV,LOAD
ADOBE_LNODE02,40.853253563126806,-115.79932843585769,NV,LOAD
ADOBE_LNODE03,40.853253563126806,-115.79956756414231,NV,LOAD
ADOBE_LNODE08,40.8534344367499,-115.79956756446873,NV,LOAD
AD_LNODE10A,33.708874,-112.134464,APS,LOAD
AD_LNODE12A,33.70887399995289,-112.13435589863751,APS,LOAD
AD_LNODE18A,33.70879612171551,-112.13440994936776,APS,LOAD
AD_LNODE20A,33.70879612171551,-112.13451805063224,APS,LOAD
AD_LNODE21A,33.70887399995289,-112.1345721013625,APS,LOAD
AD_LNODE22A,33.70895187826092,-112.13451805073026,APS,LOAD
AD_LNODER9A,33.70895187826092,-112.13440994926974,APS,LOAD
AEC300_1_N001,37.74,-121.48,CA,LOAD
AFPR_GNODE011,42.7779727879236,-112.876153,IPCO,GEN
AFPR_GNODE012,42.777892106020666,-112.87608953648844,IPCO,GEN
AFPR_GNODE013,42.777892106020666,-112.87621646351157,IPCO,GEN
AFSR_GNODEFSR,42.823467,-112.738241,IPCO,GEN
AFTON_3_AFTONCTGNODE,32.11432399998879,-106.84841683416694,PNM,GEN
AFTON_3_AFTONSTGNODE,32.11432399998879,-106.84852316583306,PNM,GEN
AFTS_LNODE131,42.775149,-112.873317,IPCO,LOAD
AF_2_UNIT4GNODE,33.55711076412233,-112.2186701235517,SRP,GEN
AF_2_UNIT5GNODE,33.557032999953336,-112.2186162472004,SRP,GEN
AF_2_UNIT6GNODE,33.55695523585435,-112.2186701236487,SRP,GEN
AF_2_UNIT7GNODE,32.90388,-111.789478,SRP,GEN
AF_2_UNIT8GNODE,32.90387999995474,-111.78937135595777,SRP,GEN
AF_6_UNIT1GNODE,33.55695523585435,-112.2187778763513,SRP,GEN
AF_6_UNIT2GNODE,33.557032999953336,-112.21883175279959,SRP,GEN
AF_6_UNIT3GNODE,33.55711076412233,-112.2187778764483,SRP,GEN
AGNEW_1_N003,37.51,-121.84,CA,LOAD
AGRICO_7_B1,36.61707583794443,-120.099846,CA,GEN
AGRICO_7_B3,36.6169950810137,-120.09978791045373,CA,GEN
AGRICO_7_B4,36.6169950810137,-120.09990408954627,CA,GEN
AGUAF_SR_LNODELD1,33.55424776208332,-112.21605612674992,SRP,LOAD
AGUAF_SR_LNODELD2,33.55416999995331,-112.21600225359681,SRP,LOAD
AGUAF_SR_LNODELD3,33.55409223789332,-112.21605612684691,SRP,LOAD
AGUAF_SR_LNODELD4,33.55409223789332,-112.21616387315309,SRP,LOAD
AGUAF_SR_LNODELD5,33.55416999995331,-112.21621774640319,SRP,LOAD
AGUAF_SR_LNODELD6,33.55424776208332,-112.21616387325008,SRP,LOAD
AGUAMNSA_7_B1,34.042605,-117.362707,CA,GEN
AGUCALG1_7_B1,32.9774,-113.4945,CA,GEN
AG_LNODER1A,33.94437799998814,-113.17928367346995,APS,LOAD
AG_LNODER3A,33.94437799998814,-113.17939232653005,APS,LOAD
AHSAH_BP_1_DCHGNODE,46.507503999981374,-116.30667852060786,BPAT,GEN
AHSAH_BP_LNODEHKA,46.507503999981374,-116.30680947939214,BPAT,LOAD
AHWAT_SR_LNODELD1,33.32749599998847,-111.98952736340104,SRP,LOAD
AHWAT_SR_LNODELD2,33.32749599998847,-111.98963463659896,SRP,LOAD
AIRPA_SR_LNODELD1,33.32328477742069,-111.911797,SRP,LOAD
AIRPORT_LNODE06,39.49604,-119.789509,NV,LOAD
AIRPORT_LNODE42,39.49603999994234,-119.78939291928168,NV,LOAD
AIRPORT_LNODE65,39.49595042410344,-119.78939291943126,NV,LOAD
AIRPORT_LNODE66,39.49588708447307,-119.78947500081956,NV,LOAD
AIRPORT_LNODE67,39.49587193699876,-119.78958940953915,NV,LOAD
AIRPORT_LNODE69,39.49590296170395,-119.78969830519064,NV,LOAD
AIRPORT_LNODE82,39.495968291023885,-119.78977772451518,NV,LOAD
AIRPORT_LNODE83,39.49605294793704,-119.78981566204529,NV,LOAD
AIRPROD_1_N001,36.65,-119.54,CA,LOAD
AIRWYHGT_1_1LNODE,47.651499999980565,-117.60443304504159,AVA,LOAD
AIRWYHGT_1_2LNODE,47.651499999980565,-117.60456695495841,AVA,LOAD
AIR_1_AIR_SUNED_SLRGNODE,32.26903436655341,-106.93828254142224,EPE,GEN
AIR_LNODEXF2,46.9525,-122.916389,PSE,LOAD
AIR_LNODE_20,32.26885452224631,-106.93828254163301,EPE,LOAD
AIR_LNODE_22,32.26885452224631,-106.93849523614479,EPE,LOAD
AIR_LNODE_OL,32.26903436655341,-106.93849523635555,EPE,LOAD
AIR_SUB_LNODENAA,33.96205409081493,-118.376,LADWP,LOAD
AIR_SUB_LNODENAB,33.961972954579615,-118.37594352117388,LADWP,LOAD
AIR_SUB_LNODEONC,33.961972954579615,-118.37605647882611,LADWP,LOAD
AJ_LNODEFDR2,34.512401,-110.13129,APS,LOAD
AKINGS02_7_N001,36.2226,-119.90512,CA,GEN
AKL_1_CONNLEY_G02GNODE,43.30749999998336,-120.994338103031,BPAT,GEN
ALAMEDA_LNODELD1,33.39340967189258,-111.9196805970313,SRP,LOAD
ALAMEDA_LNODELD2,33.39323032801483,-111.91968059725292,SRP,LOAD
ALAMEDA_LNODELD3,33.39323032801483,-111.91989540274709,SRP,LOAD
ALAMEDA_LNODELD4,33.39340967189258,-111.9198954029687,SRP,LOAD
ALAMITOS_2_N001,33.771584,-118.100596,CA,LOAD
ALAMITOS_2_N040,33.77,-118.1,CA,LOAD
ALAMOGCP_1_ALAMOPVGNODE,32.863658,-105.999137,PNM,GEN
ALAMOGCP_1_OTEROPVGNODE,32.975434,-105.974688,PNM,GEN
ALAMOSC_7_N001,38.575917,-121.497846,CA,GEN
ALAMT1G_7_B1,33.771583999952796,-118.10048775137712,CA,GEN
ALAMT1G_7_N002,33.77149401717401,-118.1004877514908,CA,LOAD
ALAMT2G_7_B1,33.77143038978412,-118.10056429476926,CA,GEN
ALAMT2G_7_N002,33.771415173499584,-118.10067098425147,CA,LOAD
ALAMT3G_7_B1,33.765977986588545,-118.103663,CA,GEN
ALAMT3G_7_N002,33.77144633917227,-118.10077253262283,CA,LOAD
ALAMT4G_7_B1,33.76589700669301,-118.10360675930583,CA,GEN
ALAMT4G_7_N002,33.771511965310076,-118.10084659342048,CA,LOAD
ALAMT5G_7_B1,33.76589700669301,-118.10371924069416,CA,GEN
ALAMT5G_7_N002,33.771597006833865,-118.1008819712055,CA,LOAD
ALAMT6G_7_B1,33.771686855225234,-118.1008760572907,CA,GEN
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,CA,LOAD
ALASB1_7_NSB1,33.781275,-118.054633,CA,GEN
ALBANY_LNODESBM,44.621483,-123.127191,BPAT,LOAD
ALBENI_F_1_GAF1GNODE,48.18079984950271,-116.997714,BPAT,GEN
ALBENI_F_1_GAF2GNODE,48.18071907522741,-116.99764405967973,BPAT,GEN
ALBENI_F_1_GAF3GNODE,48.18071907522741,-116.99778394032026,BPAT,GEN
ALBERTON_LNODEOAD,47.006045,-114.485632,NWMT,LOAD
ALDER_7_G11GNODE,46.801469999980995,-122.31035400873336,TPWR,GEN
ALDER_7_G12GNODE,46.801469999980995,-122.31048599126665,TPWR,GEN
ALDRD_BP_LNODE5KV,44.150144,-123.367074,BPAT,LOAD
ALDR_LNODEWR1,45.5161199999822,-122.6317411135449,PGE,LOAD
ALDR_LNODEWR2,45.5161199999822,-122.6318688864551,PGE,LOAD
ALEX_FDR1LNODE,47.270018304026124,-122.39106337373524,TPWR,LOAD
ALEX_FDR2LNODE,47.26993999992279,-122.39099674766761,TPWR,LOAD
ALEX_FDR3LNODE,47.269861695935305,-122.39106337393238,TPWR,LOAD
ALEX_FDR4LNODE,47.269861695935305,-122.39119662606761,TPWR,LOAD
ALEX_FDR5LNODE,47.26993999992279,-122.39126325233238,TPWR,LOAD
ALEX_FDR6LNODE,47.270018304026124,-122.39119662626476,TPWR,LOAD
ALFAL_BP_1_YDPGNODE,46.301181969654756,-120.218452,BPAT,GEN
ALFAL_BP_LNODEDR1,46.30110101515265,-120.2183843473413,BPAT,LOAD
ALFAL_BP_LNODEDR2,46.30110101515265,-120.2185196526587,BPAT,LOAD
ALG_LNODEXF1,48.613056,-122.336944,PSE,LOAD
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,CA,LOAD
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,CA,LOAD
ALHAM_SR_LNODELD1,33.548412,-112.108821,SRP,LOAD
ALHAM_SR_LNODELD2,33.54841199995336,-112.10871326643608,SRP,LOAD
ALHAM_SR_LNODELD3,33.54832221278299,-112.108821,SRP,LOAD
ALKALIN_LNODE08,37.823878999986164,-117.33733676303959,NV,LOAD
ALKALIN_LNODE09,37.823878999986164,-117.3374512369604,NV,LOAD
ALKALI_C_LNODELD1,45.85801099998198,-108.5908946641872,NWMT,LOAD
ALKALI_C_LNODELD2,45.85801099998198,-108.59102333581279,NWMT,LOAD
ALLEGHNY_6_N001,39.464893,-120.844946,CA,LOAD
ALLEN_LNODE-1,36.275718729907695,-115.185918,NV,LOAD
ALLEN_LNODE-2,36.27563813503229,-115.18586028153884,NV,LOAD
ALLEN_LNODE-3,36.27563813503229,-115.18597571846117,NV,LOAD
ALLN_1_ALLN SOLARGNODE,32.565392,-107.466737,PNM,GEN
ALLST_BP_LNODEISS,46.107472999981745,-123.03237825151284,BPAT,LOAD
ALLST_BP_LNODETSS,46.107472999981745,-123.03250774848716,BPAT,LOAD
ALMADEN_6_N001,37.26027,-121.890082,CA,LOAD
ALMASL3_7_N001,33.93288512643223,-116.50017437357386,CA,GEN
ALMASL3_7_N002,33.93270487347249,-116.50017437380377,CA,GEN
ALMASL_7_GUS6N,33.93270487347249,-116.50039162619622,CA,GEN
ALMASL_7_GUS7N,33.93288512643223,-116.50039162642615,CA,GEN
ALMA_LNODE131,42.878393999983686,-112.45002178696126,IPCO,LOAD
ALMA_LNODE132,42.878393999983686,-112.45014421303874,IPCO,LOAD
ALMDACT1_7_B1,37.788781,-122.289418,CA,GEN
ALMDACT2_7_B1,38.72860599998584,-121.30288146337323,CA,GEN
ALMERGB2_7_N001,33.769903,-118.10159,CA,GEN
ALMOND1_6_UNIT1GNODE,37.57411162276853,-120.98511610244,TIDC,GEN
ALMOND2_1_UNIT2GNODE,37.574111622713666,-120.98500201361121,TIDC,GEN
ALMOND2_1_UNIT3GNODE,37.57402119992752,-120.98511610244,TIDC,GEN
ALMOND2_1_UNIT4GNODE,37.574111622713666,-120.9852301912688,TIDC,GEN
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,TIDC,LOAD
ALM_LNODE_20,31.406545928791935,-106.03011666666667,EPE,LOAD
ALM_LNODE_21,31.406464535592438,-106.0300616077104,EPE,LOAD
ALPAUGH_7_N002,35.963463732836644,-119.456796,CA,LOAD
ALPDIST_LNODEXF1,47.27888899998066,-122.24521136434163,PSE,LOAD
ALPDIST_LNODEXF2,47.27888899998066,-122.24534463565837,PSE,LOAD
ALPINE_6_N001,32.82778299998866,-116.78987271391081,CA,LOAD
ALPINE_6_N005,32.82778299998866,-116.78997928608918,CA,LOAD
ALQ_LNODEXF1,48.471581,-122.551184,PSE,LOAD
ALS_LNODELA5,31.406464535592438,-106.03017172562295,EPE,LOAD
ALTA-CGE_6_N001,37.749308,-121.649866,CA,GEN
ALTA1G_7_B1,34.86020621378198,-116.853187,CA,GEN
ALTA2G_7_B1,34.859848,-116.863239,CA,GEN
ALTA30ST_7_B1,34.87,-116.84,CA,GEN
ALTA31GT_7_B1,34.87,-116.88,CA,GEN
ALTA32GT_7_B1,34.86059999998754,-116.85384494143638,CA,GEN
ALTA40ST_7_B1,34.87,-116.86,CA,GEN
ALTA41GT_7_B1,34.87,-116.85,CA,GEN
ALTA42GT_7_B1,34.86059999998754,-116.85395505856361,CA,GEN
ALTA6B2_7_N003,35.034468999987546,-118.28400189198645,CA,GEN
ALTA6E2_7_N002,35.034468999987546,-118.28411210801355,CA,GEN
ALTAD1_7_N006,35.038348999987576,-118.29271189112849,CA,GEN
ALTAD2_7_N006,35.038348999987576,-118.2928221088715,CA,GEN
ALTAVSTA_LNODELD2,33.54841199995336,-112.10892873356391,SRP,LOAD
ALTAVSTA_LNODELD3,33.548501787217006,-112.108821,SRP,LOAD
ALTA_LNODE-3,36.16685253162196,-115.19193609765058,NV,LOAD
ALTA_LNODE-4,36.1666734682757,-115.19193609790393,NV,LOAD
ALTA_LNODE-5,36.1666734682757,-115.19215790209606,NV,LOAD
ALTA_LNODE-6,36.16685253162196,-115.19215790234942,NV,LOAD
ALTMMDW_2_N001,38.728606,-122.289418,CA,GEN
ALTO_6_N001,37.89825299998615,-122.52430271885964,CA,LOAD
ALTO_6_N101,37.89825299998615,-122.52441728114036,CA,LOAD
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,BPAT,LOAD
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,BPAT,LOAD
ALTWD1_7_N003,33.90769999998812,-116.57964571595434,CA,GEN
ALTWD1_7_N004,33.90769999998812,-116.57975428404565,CA,GEN
ALVEY_BP_LNODEBUS,43.99796699998286,-123.0153931412266,BPAT,LOAD
ALVEY_BP_LNODESER,43.99796699998286,-123.0155188587734,BPAT,LOAD
AL_LNODER1A,33.348757999988464,-112.8326023428582,APS,LOAD
AL_LNODER3A,33.348757999988464,-112.8327096571418,APS,LOAD
AMD_LNODE_20,32.39291111111111,-106.28947222222222,EPE,LOAD
AMERIGAS_1_N001,38.43,-121.79,CA,LOAD
AMERI_SR_LNODELD1,33.36007763979444,-111.81994633179212,SRP,LOAD
AMERI_SR_LNODELD2,33.35999999995379,-111.81989266368002,SRP,LOAD
AMESBS_1_N004,37.41751022008469,-122.066192,CA,LOAD
AMESBS_1_N101,37.41742888994297,-122.06613287861066,CA,LOAD
AMESDST_1_N001,37.41742888994297,-122.06625112138934,CA,LOAD
AME_LNODEXF1,47.648889,-121.972222,PSE,LOAD
AMFORST_6_N001,38.369191999986,-120.79657754861613,CA,LOAD
AMOS_LNODELD2,33.218202,-111.52797,SRP,LOAD
AMR_LNODE_10,31.68273477987215,-106.30565555555555,EPE,LOAD
AMR_LNODE_11,31.682653443385156,-106.30560037190999,EPE,LOAD
AMR_LNODE_12,31.682653443385156,-106.30571073920112,EPE,LOAD
AMSTRDAM_LNODEOAD,45.743765,-111.30037,NWMT,LOAD
AMTY_LNODEBR1,45.113019999982384,-123.23791245083008,PGE,LOAD
AMTY_LNODEBR2,45.113019999982384,-123.23803954916993,PGE,LOAD
ANACOND_LNODEK3H,46.13366499998172,-112.94802020520667,NWMT,LOAD
ANACOND_LNODEK4H,46.13366499998172,-112.94814979479332,NWMT,LOAD
ANACO_BP_LNODE303,46.099664,-112.875838,BPAT,LOAD
ANAMOLY_LNODE34,38.32398,-117.335718,NV,LOAD
ANA_LNODEXF1,48.510556,-122.611389,PSE,LOAD
ANDERSON_6_N001,40.449838,-122.305068,CA,LOAD
ANDER_SR_LNODELD2,33.411875999988425,-111.85850427966164,SRP,LOAD
ANDER_SR_LNODELD3,33.411875999988425,-111.85861172033835,SRP,LOAD
ANDREWS_LNODE-1,36.24091399998714,-115.0852104900783,NV,LOAD
ANDREWS_LNODE-2,36.24091399998714,-115.0853215099217,NV,LOAD
ANGIOLA_6_N001,35.992007,-119.57137,CA,LOAD
ANGUS_LNODEMR3,46.211167921431034,-119.17164,BPAT,LOAD
ANGUS_LNODEUD1,46.21108703926462,-119.17157251865157,BPAT,LOAD
ANGUS_LNODEUD2,46.21108703926462,-119.17170748134842,BPAT,LOAD
ANITA_6_N001,39.811047,-121.919761,CA,LOAD
ANNAPOLS_6_N001,38.680315,-123.311782,CA,LOAD
ANP_LNODE502,48.438056,-122.371667,PSE,LOAD
ANRN_GNODE115,43.356998,-115.452555,IPCO,GEN
ANTELOPE_6_N001,35.658117,-119.996015,CA,LOAD
ANTHEM_LNODE-1,35.982083729740424,-115.084224,NV,LOAD
ANTHEM_LNODE-2,35.98200313511603,-115.08416649724509,NV,LOAD
ANTHEM_LNODE-3,35.98200313511603,-115.0842815027549,NV,LOAD
ANTIMONY_LNODEOAD,47.543185,-115.593458,NWMT,LOAD
ANTLER_6_N001,40.893581,-122.379244,CA,LOAD
ANTLO_BP_LNODE69,44.908372,-120.716538,BPAT,LOAD
ANT_LNODETMT,32.024202777777774,-106.60188055555555,EPE,LOAD
ANT_LNODE_20,32.024202777733294,-106.60177423568491,EPE,LOAD
ANT_LNODE_21,32.02411263722151,-106.60188055555555,EPE,LOAD
ANT_LNODE_22,32.024202777733294,-106.60198687542618,EPE,LOAD
ANT_LNODE_23,32.02429291833446,-106.60188055555555,EPE,LOAD
AN_LNODE18A,34.62990325932837,-112.440411,APS,LOAD
AN_LNODE22A,34.62982187032252,-112.44035389300865,APS,LOAD
AN_LNODE26A,34.62982187032252,-112.44046810699135,APS,LOAD
APACHE_1_GT3IDGNODE,32.061656,-109.892824,WALC,GEN
APACHE_1_ST1IDGNODE,32.06165599995558,-109.89271767470426,WALC,GEN
APACHE_2_GT4IDGNODE,32.061565891674974,-109.89271767480899,WALC,GEN
APACHE_2_GT5IDGNODE,33.775038985782324,-113.65521874334144,WALC,GEN
APACHE_2_GT6IDGNODE,33.77485901412326,-113.65521874356887,WALC,GEN
APACHE_2_ST2IDGNODE,32.06150217553896,-109.89279285809425,WALC,GEN
APACHE_2_ST3IDGNODE,32.061486938032935,-109.8928976519641,WALC,GEN
APACHE_6_GT1IDGNODE,32.061518147179825,-109.89299739606454,WALC,GEN
APACHE_6_GT2IDGNODE,32.0615838648568,-109.89307014096903,WALC,GEN
APACHE_6_PV1IDGNODE,32.061669024995396,-109.8931048901573,WALC,GEN
APACHE_LNODELD1,33.41378199998842,-111.68500727770441,SRP,LOAD
APACHE_LNODELD2,33.41378199998842,-111.68511472229558,SRP,LOAD
APEX_GNODE1,36.416,-114.960916,LADWP,GEN
APEX_GNODE1A,36.415999999948305,-114.96080465404943,LADWP,GEN
APEX_GNODE1B,36.415910396790096,-114.960916,LADWP,GEN
APEX_LNODEPEX1A,36.415999999948305,-114.96102734595057,LADWP,LOAD
APEX_LNODEPEX1B,36.41608960320988,-114.960916,LADWP,LOAD
APEX_SL_1_ APXSGNODE,47.58163,-111.06085,NWMT,GEN
APPLEHL_1_N001,38.73992576174639,-120.67700091995808,CA,LOAD
APPLEHL_1_N002,38.73974623814083,-120.67700092024737,CA,LOAD
APPLEHL_1_N004,38.73974623814083,-120.67723107975263,CA,GEN
APPLEWAY_1_1LNODE,47.70419999998051,-116.79603300915231,AVA,LOAD
APPLEWAY_1_2LNODE,47.70419999998051,-116.7961669908477,AVA,LOAD
APPMAT_1_N001,37.359999999986435,-121.97994317305394,CA,LOAD
APPMAT_1_N010,37.359999999986435,-121.98005682694607,CA,LOAD
APR_LNODE110,47.153611,-122.273611,PSE,LOAD
APTORVC_6_N002,39.480833,-121.562222,CA,GEN
APX SOLR_GNODEIT,36.359161,-114.911174,NV,GEN
AQ_LNODEVX3,33.683704999988215,-112.03579497869823,APS,LOAD
AQ_LNODEX11,33.683704999988215,-112.03590302130176,APS,LOAD
ARBUCKLE_6_N001,39.017625,-122.061575,CA,LOAD
ARBWIND_6_N001,35.12178,-118.388974,CA,GEN
ARCAD_SR_LNODELD2,33.48393371387868,-111.93968120389253,SRP,LOAD
ARCAD_SR_LNODELD3,33.483855999953555,-111.9396274078816,SRP,LOAD
ARCATA_6_N001,40.867132,-124.088286,CA,LOAD
ARCO1G_7_B1,33.821111,-118.241667,CA,GEN
ARCPSE_LNODEXF8,48.88694399997989,-122.72659889582596,PSE,LOAD
ARCPSE_LNODEXF9,48.88694399997989,-122.72673510417404,PSE,LOAD
ARC_LNODER2A,32.807647999988724,-111.53170072239043,APS,LOAD
ARC_LNODER4A,32.807647999988724,-111.53180727760957,APS,LOAD
ARDENN_LNODE-4,36.00803799998727,-115.21270565351396,NV,LOAD
ARDENN_LNODE-5,36.00803799998727,-115.21281634648604,NV,LOAD
ARDEN_1_ARDENLNODE,48.4584,-117.8817,AVA,LOAD
ARHP_GNODERHP,43.593889,-115.923631,IPCO,GEN
ARIZO_SR_LNODELD2,33.49,-111.95,SRP,LOAD
ARIZO_SR_LNODELD3,33.489999999953525,-111.949892394632,SRP,LOAD
ARLT_LNODEBR2,45.113019999982384,-122.60728245083007,PGE,LOAD
ARLT_LNODEBR3,45.113019999982384,-122.60740954916993,PGE,LOAD
ARMEL_CK_LNODEOAD,45.861615,-106.656414,NWMT,LOAD
ARMINGTN_LNODEOAD,47.347451,-110.892968,NWMT,LOAD
ARMSTRNG_1_XF1LNODE,46.76548688172083,-117.2233103731094,AVA,LOAD
ARMS_LNODEONG,45.847824,-122.820679,PGE,LOAD
ARN_LNODEXF3,48.888108999979906,-122.72870989393758,PSE,LOAD
ARN_LNODEXF4,48.888108999979906,-122.72884610606242,PSE,LOAD
ARRIBAT_1_LASVEGASPVGNODE,35.643336,-105.208497,PNM,GEN
ARRIBA_1_SANMIGUEL1PVGNODE,35.64111799998742,-105.18087479471203,PNM,GEN
ARRIBA_1_SANMIGUEL2PVGNODE,35.64111799998742,-105.18098520528798,PNM,GEN
ARROW_CR_LNODEOAD,47.424861,-110.156,NWMT,LOAD
ARROYO_1_ARROYOBATTERYGNODE,34.65067831389528,-104.01434503683612,PNM,GEN
ARROYO_1_ARROYOSOLARGNODE,34.65059999995065,-104.0142900737761,PNM,GEN
ARR_LNODETAT,32.332838888888894,-106.71153055555556,EPE,LOAD
ARR_LNODE_20,32.332838888844414,-106.7114242003272,EPE,LOAD
ARR_LNODE_21,32.33274902346123,-106.71153055555556,EPE,LOAD
ARR_LNODE_22,32.332838888844414,-106.71163691078391,EPE,LOAD
ARR_LNODE_23,32.33292875431697,-106.71153055555556,EPE,LOAD
ARS_LNODEXF5,48.88472199997991,-122.72882089942254,PSE,LOAD
ARS_LNODEXF6,48.88472199997991,-122.72895710057746,PSE,LOAD
ARTESIAN_LNODE-2,36.17454971935886,-115.115167,NV,LOAD
ARTESIAN_LNODE-3,36.17446914030672,-115.11510936746707,NV,LOAD
ARTESIAN_LNODE-4,36.17446914030672,-115.11522463253293,NV,LOAD
ARVINED_1_N001,35.15044599998752,-118.87870286987292,CA,LOAD
ARVIN_6_N001,35.15044599998752,-118.87881313012709,CA,LOAD
AR_LNODE10A,32.668036,-114.496067,APS,LOAD
AR_LNODE12A,32.668035999954824,-114.49596054012623,APS,LOAD
AR_LNODER1A,32.66794638079682,-114.496067,APS,LOAD
AR_LNODER2A,32.668035999954824,-114.49617345987376,APS,LOAD
AR_LNODER4A,32.66812561920335,-114.496067,APS,LOAD
ASARCO_LNODELD0,33.00169253049087,-110.77390624502696,SRP,LOAD
ASARCO_LNODELD1,33.00151346941833,-110.77390624524364,SRP,LOAD
ASARCO_LNODELD2,33.00151346941833,-110.77411975475636,SRP,LOAD
ASARCO_LNODELD3,33.00169253049087,-110.77411975497303,SRP,LOAD
ASC_LNODEC_1,31.759522222222223,-106.39498611111112,EPE,LOAD
ASC_LNODEC_2,31.75952222217844,-106.39487986900826,EPE,LOAD
ASC_LNODEC_3,31.759431888261894,-106.39487986911196,EPE,LOAD
ASC_LNODEC_4,31.759368012577763,-106.39495499357149,EPE,LOAD
ASC_LNODE_10,31.759352736916757,-106.39505970544842,EPE,LOAD
ASC_LNODE_11,31.75938402421337,-106.3951593715065,EPE,LOAD
ASC_LNODE_12,31.759449906451277,-106.39523205949203,EPE,LOAD
ASC_LNODE_13,31.7595352798356,-106.39526678148908,EPE,LOAD
ASC_LNODE_14,31.75962547883892,-106.3952609771756,EPE,LOAD
ASC_LNODE_SS,31.75970810741564,-106.39521804149524,EPE,LOAD
ASHE_5_G01GNODE,46.479542,-119.335977,BPAT,GEN
ASHE_BP_LNODESSS,46.479541999925374,-119.33584614360434,BPAT,LOAD
ASHE_BP_LNODEUX1,46.479451890515,-119.335977,BPAT,LOAD
ASHE_BP_LNODEUX2,46.479541999925374,-119.33610785639566,BPAT,LOAD
ASHE_BP_LNODEUX3,46.479632109485,-119.335977,BPAT,LOAD
ASHLAN_2_N001,36.79263892472445,-119.82749,CA,LOAD
ASHLAN_2_N007,36.7925580376235,-119.82743168375806,CA,LOAD
ASHLAN_2_N008,36.7925580376235,-119.82754831624194,CA,LOAD
ASH_6_N001,33.1365697302963,-117.070292,CA,LOAD
ASH_6_N005,33.13648913483958,-117.0702364310647,CA,LOAD
ASH_6_N101,33.13648913483958,-117.07034756893529,CA,LOAD
ASH_GROV_LNODEOAD,46.543053,-111.923081,NWMT,LOAD
ASIMI_LNODELD1,45.97249268032939,-112.68637296412632,NWMT,LOAD
ASIMI_LNODELD2,45.97231331952543,-112.6863729645442,NWMT,LOAD
ASIMI_LNODELD3,45.97231331952543,-112.68663103545579,NWMT,LOAD
ASIMI_LNODELD4,45.97249268032939,-112.68663103587367,NWMT,LOAD
